0,1
1.5797743,2.6409678
-5.7835135,-3.052023
-3.4171715,-3.0675273
1.5420412,4.299814
-4.5944676,-4.571924
-5.875796,-2.0250373
-5.979731,-6.242331
-6.6452794,-6.0439835
-4.802848,-1.1540627
-2.1208754,-3.0476358
-3.6317234,-4.7786903
-1.0801696,0.6645513
-5.053686,-4.7637677
-6.1633725,-2.6643002
-7.7673593,-5.8752127
-0.41416016,-2.5979428
0.27595308,4.779565
-2.0313628,-0.3138669
-1.7281597,-0.6976361
-6.379669,-2.8855283
3.2911742,3.4678574
-2.4771638,-2.8891838
-4.0436883,-4.0290847
-7.107645,-2.6383543
0.66804236,4.48066
1.2569987,4.1051984
-0.9921486,-2.6986146
-1.7446005,0.8546523
0.5743361,4.775698
-5.9010997,-6.11751
1.9785966,6.0877113
1.2714217,6.1373076
-4.6323977,-4.4779587
-1.2841437,-5.3214335
-1.4874935,-3.2087684
0.74725807,3.5805085
1.6334492,5.076936
2.2043552,4.0614657
-3.487474,-3.6840465
0.264889,4.976649
-7.7476134,-4.540117
-5.1594124,-3.6158867
-5.227137,-5.917626
-6.1246085,-4.6921005
-6.163098,-7.246309
0.35777938,3.333766
0.2907643,-1.9516399
-2.0757067,-2.2038772
-3.9452293,-1.5203265
-0.5156723,-1.6707681
2.3679254,4.6115494
0.9748614,3.110282
-7.1523438,-4.515064
3.6285603,4.1759357
0.8095756,3.2794185
-3.3497305,-0.7117091
-5.855719,-7.2692804
-5.836257,-6.906044
-0.55508703,2.7047284
0.940762,4.2621846
-6.454205,-2.0734725
-7.591145,-5.903758
-0.24987462,3.2299633
-5.882647,-3.4448423
-0.57248616,-1.6186529
1.3377099,5.2381434
1.4235846,5.007338
-1.4465852,-0.984927
1.3316658,2.461294
-0.5140707,-2.7189586
-6.9261208,-3.8459694
-6.5559583,-6.5657945
-0.45421097,0.24126635
-2.1624134,0.8932066
-3.056156,-2.4407718
-0.46418524,-1.6344491
-5.4632535,-7.485071
-5.423398,-5.9760523
-6.3806205,-5.0964527
-2.0046792,-2.1601224
-6.156212,-5.7696476
-2.616666,-2.057618
-4.3816185,-1.5537634
1.8050151,3.7032213
-3.2038758,1.7207896
-4.382557,-5.4907303
-1.9675573,-3.6346998
-2.5793457,-4.2316675
-3.1215577,-0.9709562
-1.0026897,1.216485
-7.0243063,-3.6077216
-2.7281425,-5.384591
3.403992,4.699206
1.7034369,4.9406343
-0.90951645,-2.1256433
-6.915192,-3.5543208
-5.628738,-7.0056996
1.0045475,2.940648
1.9752706,3.6136363
-3.218127,-2.7051315
-4.3131547,-3.2898152
0.6605384,5.008097
-7.182803,-5.4945917
0.20208423,4.083638
-4.8096375,-2.207175
-3.0451376,-1.63381
-6.839433,-2.0427706
-2.6948955,0.8362097
-6.2764864,-3.714124
-3.6685877,-3.2019444
2.3056135,4.3705616
-1.6282865,1.3731645
3.0041943,3.7376263
-1.5206369,1.0435922
-6.2108326,-6.0562673
-5.7023263,-5.9572487
-2.3018641,-1.7173038
0.5972745,5.1030006
0.7087705,5.9750953
-6.235926,-3.1407216
-7.0357447,-6.7406764
-2.5204468,-4.1488223
-0.59278953,2.0293496
-3.2335913,-3.2949939
-0.74017876,2.1386788
-2.2662303,-2.691052
-2.3255684,-1.745002
-2.125231,1.5431195
-7.656084,-4.3794837
-6.3025117,-4.8743396
-4.668169,-0.50252
-6.865403,-3.506314
-7.291678,-2.8217735
1.0484035,2.7864811
-0.5309879,-3.5020113
0.047010694,2.6346653
-7.3949413,-2.0902948
1.0223117,6.077437
-4.5403643,-5.811735
-5.8677883,-4.4255214
-5.939956,-4.997258
0.37213564,-3.4190664
1.6474736,6.02884
3.405976,2.8169658
1.8578825,5.894392
-5.852564,-5.481328
-3.9185793,-2.1074169
0.21358149,2.943391
-2.6083956,-1.5305787
-7.298491,-6.2773304
-6.9609523,-7.014781
-1.1998026,-2.3387978
-3.9489312,-5.3202515
-2.191807,-0.06503012
1.4093958,3.723974
-2.8556151,-2.4282641
-1.0079285,2.245208
0.60113037,3.958754
-2.7962756,-3.2033205
-3.9016666,-2.6361723
-4.6725087,-2.894214
-2.702328,-0.24517205
1.6845886,3.5510004
-6.649211,-2.4629881
-2.7187889,-4.5088215
-6.516783,-5.857061
-7.182572,-7.340277
-5.083336,-4.4721813
-3.6588805,-1.6350256
-0.13908005,-1.9476296
-3.203628,-1.7077928
1.2971013,2.2505414
2.3902318,3.9186177
2.1191897,3.8527136
